Fecha,Producto,Región,Ventas
2024-04-20,A,Sur,388
2024-09-20,B,Sur,360
2024-08-23,C,Sur,415
2024-03-23,D,Norte,421
2024-02-11,B,Centro,452
2024-04-10,B,Norte,367
2024-01-06,C,Oeste,136
2024-06-28,A,Oeste,268
2024-10-08,D,Centro,472
2024-11-15,D,Oeste,405
2024-08-13,A,Sur,76
2024-11-10,A,Norte,479
2024-12-30,A,Sur,339
2024-08-16,C,Oeste,338
2024-10-15,C,Norte,397
2024-05-29,D,Sur,272
2024-10-03,C,Centro,401
2024-07-16,B,Sur,227
2024-03-10,D,Oeste,197
2024-04-21,C,Norte,473
2024-01-04,A,Centro,276
2024-12-15,B,Norte,400
2024-11-26,A,Centro,235
2024-11-13,D,Norte,464
2024-12-15,A,Oeste,343
2024-04-04,C,Centro,478
2024-05-31,C,Este,90
2024-11-06,D,Norte,442
2024-05-16,A,Norte,442
2024-09-03,D,Sur,240
2024-08-30,A,Centro,128
2024-01-31,B,Este,254
2024-02-09,C,Oeste,433
2024-08-16,D,Sur,327
2024-02-05,B,Este,321
2024-08-10,B,Centro,81
2024-01-06,D,Este,499
2024-11-17,D,Norte,191
2024-08-07,B,Norte,300
2024-03-15,A,Sur,343
2024-01-04,B,Centro,147
2024-11-30,D,Centro,185
2024-05-13,B,Este,326
2024-04-27,A,Sur,361
2024-04-03,C,Centro,351
2024-03-02,C,Norte,92
2024-07-12,B,Este,169
2024-11-30,A,Oeste,269
2024-07-21,C,Norte,95
2024-01-26,B,Sur,285
2024-06-21,B,Centro,97
2024-10-26,A,Norte,247
2024-05-12,D,Oeste,133
2024-11-21,B,Oeste,80
2024-04-27,D,Sur,210
2024-11-19,D,Norte,477
2024-10-01,C,Este,120
2024-07-30,D,Norte,57
2024-08-12,A,Oeste,435
2024-01-20,C,Sur,450
2024-04-22,C,Sur,101
2024-05-19,C,Este,94
2024-02-16,B,Sur,342
2024-01-01,B,Sur,475
2024-03-30,D,Sur,349
2024-05-21,C,Sur,422
2024-11-15,C,Sur,87
2024-02-07,A,Oeste,404
2024-10-19,D,Norte,429
2024-05-18,A,Centro,280
2024-12-21,D,Sur,311
2024-11-28,D,Centro,117
2024-09-15,B,Centro,228
2024-06-09,B,Oeste,406
2024-06-26,A,Sur,468
2024-01-10,D,Centro,235
2024-09-17,C,Sur,490
2024-05-17,B,Este,250
2024-06-20,C,Este,439
2024-01-13,A,Este,62
2024-06-16,B,Centro,492
2024-05-09,B,Este,263
2024-03-24,D,Oeste,269
2024-11-16,A,Oeste,335
2024-11-14,D,Centro,293
2024-04-10,B,Sur,405
2024-11-24,A,Norte,307
2024-09-29,B,Sur,107
2024-09-21,A,Sur,85
2024-02-07,B,Sur,377
2024-04-03,C,Sur,478
2024-04-04,C,Norte,442
2024-10-31,D,Este,431
2024-03-09,C,Sur,242
2024-11-13,B,Oeste,382
2024-08-23,B,Centro,99
2024-11-29,C,Centro,81
2024-05-16,D,Oeste,147
2024-03-16,C,Sur,92
2024-02-04,A,Norte,430
2024-01-01,A,Este,400
2024-10-22,A,Centro,383
2024-11-15,C,Este,359
2024-02-29,C,Norte,96
2024-11-15,C,Centro,319
2024-12-14,A,Este,481
2024-11-23,D,Norte,360
2024-09-23,B,Este,462
2024-12-26,C,Sur,480
2024-08-16,D,Norte,112
2024-09-26,B,Este,68
2024-11-11,B,Sur,396
2024-10-12,B,Sur,442
2024-10-17,D,Norte,150
2024-07-31,D,Oeste,86
2024-06-13,A,Centro,156
2024-01-05,D,Norte,141
2024-12-04,D,Sur,357
2024-03-18,D,Sur,234
2024-03-02,B,Norte,265
2024-05-11,C,Oeste,77
2024-03-29,A,Centro,85
2024-08-24,C,Este,421
2024-02-11,C,Norte,369
2024-03-29,D,Centro,67
2024-10-22,A,Centro,394
2024-11-23,C,Sur,468
2024-10-21,C,Este,245
2024-04-13,A,Norte,127
2024-01-14,D,Sur,216
2024-10-14,C,Sur,139
2024-06-27,B,Oeste,313
2024-05-04,C,Centro,257
2024-12-18,B,Norte,261
2024-01-23,D,Norte,320
2024-03-03,C,Norte,312
2024-05-22,A,Sur,322
2024-06-01,A,Oeste,391
2024-05-24,C,Este,263
2024-08-12,D,Sur,423
2024-11-04,D,Este,113
2024-04-13,A,Oeste,61
2024-04-13,C,Centro,259
2024-02-08,D,Norte,361
2024-07-16,A,Este,223
2024-05-13,B,Sur,480
2024-03-07,C,Este,305
2024-06-27,B,Centro,150
2024-02-11,B,Norte,65
2024-01-15,D,Este,246
2024-04-20,D,Centro,307
2024-06-05,D,Sur,433
2024-10-15,C,Oeste,293
2024-08-18,B,Sur,397
2024-06-05,C,Norte,298
2024-02-07,D,Sur,154
2024-04-06,B,Sur,231
2024-10-15,C,Sur,204
2024-09-10,C,Sur,336
2024-07-14,A,Norte,218
2024-03-26,C,Centro,469
2024-11-17,D,Este,96
2024-01-10,C,Oeste,92
2024-01-05,B,Este,370
2024-05-02,C,Este,355
2024-11-25,A,Oeste,270
2024-12-18,B,Norte,50
2024-04-27,B,Oeste,249
2024-10-20,A,Norte,490
2024-06-07,D,Este,193
2024-10-29,B,Norte,427
2024-08-15,D,Centro,77
2024-12-30,B,Oeste,391
2024-08-03,B,Centro,387
2024-07-02,D,Este,327
2024-01-15,B,Oeste,90
2024-06-05,D,Este,381
2024-05-15,A,Centro,196
2024-09-17,D,Este,394
2024-06-05,A,Oeste,227
2024-02-16,B,Oeste,364
2024-11-19,D,Este,374
2024-11-27,B,Oeste,467
2024-06-21,D,Oeste,216
2024-05-09,A,Este,172
2024-04-04,A,Centro,123
2024-04-24,D,Oeste,288
2024-08-30,A,Oeste,298
2024-10-18,B,Oeste,312
2024-10-08,B,Oeste,301
2024-10-25,C,Este,406
2024-10-09,A,Centro,160
2024-03-09,B,Centro,229
2024-05-27,D,Norte,237
2024-01-11,A,Oeste,357
2024-09-10,B,Oeste,256
2024-11-25,A,Norte,283
2024-12-25,D,Centro,73
2024-02-07,B,Sur,75
2024-05-13,C,Sur,430
2024-07-18,C,Centro,267
2024-01-23,A,Oeste,395
2024-10-29,D,Sur,427
2024-12-11,B,Este,59
2024-10-28,D,Este,66
2024-12-28,B,Norte,294
2024-08-05,A,Centro,255
2024-05-20,B,Centro,307
2024-04-13,D,Sur,161
2024-07-28,D,Oeste,254
2024-04-20,A,Centro,76
2024-04-13,D,Sur,120
2024-11-11,B,Sur,225
2024-06-19,A,Centro,251
2024-12-21,B,Sur,297
2024-11-19,D,Norte,167
2024-05-12,A,Norte,58
2024-10-19,B,Centro,135
2024-11-23,D,Oeste,72
2024-05-06,D,Norte,289
2024-04-15,C,Norte,122
2024-04-01,D,Centro,76
2024-10-13,B,Este,398
2024-02-20,A,Sur,130
2024-01-29,C,Norte,133
2024-10-22,D,Este,248
2024-10-23,D,Oeste,92
2024-08-01,D,Este,312
2024-09-23,B,Centro,141
2024-09-13,C,Oeste,388
2024-10-28,B,Oeste,496
2024-04-10,C,Este,133
2024-12-11,A,Centro,349
2024-04-19,B,Norte,472
2024-06-30,B,Este,345
2024-11-08,A,Norte,184
2024-01-01,C,Este,330
2024-11-14,D,Norte,108
2024-02-24,A,Este,446
2024-05-28,D,Oeste,408
2024-11-04,D,Sur,391
2024-05-16,A,Oeste,290
2024-07-20,C,Norte,417
2024-11-08,D,Centro,391
2024-04-26,A,Oeste,147
2024-06-02,B,Sur,111
2024-10-17,B,Norte,313
2024-03-03,B,Oeste,162
2024-08-31,A,Este,478
2024-01-25,B,Centro,195
2024-03-30,D,Norte,265
2024-03-15,B,Oeste,305
2024-10-20,B,Norte,365
2024-07-28,D,Este,365
2024-12-12,B,Sur,411
2024-01-17,D,Oeste,307
2024-05-07,B,Norte,243
2024-12-29,D,Norte,396
2024-09-07,B,Norte,63
2024-06-27,D,Sur,353
2024-06-30,A,Norte,152
2024-05-31,D,Centro,294
2024-01-25,B,Centro,294
2024-06-28,B,Norte,361
2024-07-16,C,Centro,317
2024-12-09,D,Oeste,273
2024-06-09,A,Centro,269
2024-06-25,D,Norte,360
2024-10-11,D,Este,461
2024-03-03,A,Oeste,415
2024-05-29,D,Sur,266
2024-06-02,A,Norte,53
2024-06-04,A,Sur,85
2024-02-18,D,Este,227
2024-12-02,D,Sur,436
2024-03-24,B,Norte,306
2024-12-26,B,Norte,66
2024-06-25,C,Este,248
2024-05-27,C,Norte,367
2024-04-27,D,Este,97
2024-12-07,A,Este,111
2024-03-03,C,Norte,118
2024-07-07,D,Centro,196
2024-12-25,C,Este,408
2024-02-18,A,Norte,415
2024-11-22,D,Centro,211
2024-09-13,A,Este,276
2024-08-11,D,Centro,482
2024-05-20,C,Oeste,480
2024-08-02,B,Oeste,396
2024-07-29,C,Centro,279
2024-11-13,C,Este,419
2024-02-01,B,Norte,227
2024-06-06,B,Sur,394
2024-10-11,D,Norte,459
2024-10-31,D,Sur,105
2024-10-12,A,Sur,127
2024-05-23,A,Este,319
2024-01-19,C,Centro,255
2024-01-18,B,Norte,330
2024-09-13,A,Centro,277
2024-03-18,C,Oeste,437
2024-06-23,B,Este,288
2024-07-12,D,Este,337
2024-04-22,C,Oeste,131
2024-04-23,D,Norte,383
2024-08-09,A,Oeste,299
2024-06-14,A,Norte,242
2024-11-14,B,Sur,155
2024-05-11,C,Este,238
2024-09-20,D,Norte,325
2024-02-24,B,Centro,123
2024-12-24,A,Centro,59
2024-05-10,A,Este,172
2024-10-14,C,Oeste,265
2024-09-22,D,Oeste,339
2024-12-31,C,Norte,494
2024-06-10,D,Oeste,460
2024-03-27,D,Este,89
2024-02-24,C,Norte,242
2024-10-14,B,Sur,176
2024-06-26,C,Oeste,338
2024-12-14,C,Oeste,120
2024-01-08,A,Norte,186
2024-11-16,A,Centro,193
2024-11-08,C,Oeste,438
2024-09-03,C,Este,403
2024-11-18,A,Oeste,429
2024-09-11,D,Sur,456
2024-11-23,C,Oeste,348
2024-02-23,B,Centro,419
2024-09-05,B,Oeste,394
2024-08-26,B,Norte,490
2024-08-16,C,Oeste,484
2024-03-07,D,Centro,318
2024-02-20,D,Norte,433
2024-04-06,A,Este,457
2024-04-01,C,Norte,188
2024-09-20,D,Sur,101
2024-10-17,C,Norte,66
2024-04-05,A,Este,214
2024-03-28,A,Oeste,62
2024-03-18,A,Norte,239
2024-10-14,B,Norte,389
2024-04-29,C,Norte,402
2024-10-28,A,Norte,411
2024-06-13,C,Este,401
2024-06-30,B,Centro,313
2024-08-10,B,Centro,361
2024-11-06,A,Norte,270
2024-01-07,A,Este,153
2024-11-25,D,Este,388
2024-09-19,C,Norte,247
2024-06-09,A,Sur,349
2024-05-30,D,Norte,493
2024-03-25,C,Sur,408
2024-05-26,A,Norte,417
2024-04-21,D,Sur,218
2024-02-05,D,Sur,198
2024-10-11,C,Norte,298
2024-07-06,D,Sur,305
2024-03-22,C,Oeste,91
2024-01-02,C,Centro,251
2024-10-29,C,Este,293
2024-07-15,B,Sur,206
2024-01-11,D,Sur,498
2024-08-21,C,Este,450
2024-07-13,A,Sur,335
2024-04-28,B,Este,331
2024-01-20,B,Norte,486
2024-09-17,D,Oeste,430
2024-10-19,C,Oeste,287
2024-09-12,D,Centro,68
2024-08-09,B,Sur,102
2024-08-13,C,Centro,134
2024-02-22,A,Norte,322
2024-12-20,C,Oeste,479
2024-12-07,B,Norte,409
2024-12-29,A,Norte,262
2024-10-06,C,Sur,486
2024-03-21,A,Norte,410
2024-07-20,A,Oeste,153
2024-06-06,B,Centro,241
2024-04-29,A,Oeste,478
2024-02-28,D,Sur,226
2024-08-02,B,Oeste,196
2024-05-07,D,Este,429
2024-08-11,A,Centro,130
2024-07-27,D,Este,242
2024-04-24,C,Este,86
2024-07-27,A,Sur,426
2024-01-14,C,Norte,375
2024-01-09,D,Este,203
2024-02-09,C,Oeste,179
2024-08-24,A,Norte,108
2024-10-07,C,Oeste,273
2024-12-24,D,Oeste,298
2024-07-19,D,Norte,289
2024-09-02,D,Norte,423
2024-10-04,A,Oeste,438
2024-08-22,D,Sur,342
2024-01-04,A,Centro,336
2024-06-02,C,Centro,253
2024-01-29,D,Sur,148
2024-04-18,C,Norte,399
2024-04-07,B,Oeste,225
2024-08-02,C,Centro,311
2024-10-19,B,Oeste,320
2024-03-15,C,Sur,192
2024-11-21,A,Oeste,238
2024-05-25,C,Sur,321
2024-05-07,A,Norte,69
2024-12-06,A,Sur,382
2024-02-11,D,Sur,349
2024-12-21,A,Centro,475
2024-02-10,B,Oeste,95
2024-02-03,D,Centro,144
2024-01-17,D,Este,467
2024-06-13,C,Sur,113
2024-06-01,A,Este,462
2024-03-16,A,Centro,180
2024-03-27,B,Oeste,58
2024-04-26,C,Centro,252
2024-12-27,C,Oeste,458
2024-12-07,D,Oeste,347
2024-01-27,D,Norte,223
2024-11-08,D,Sur,122
2024-10-13,B,Centro,133
2024-05-13,B,Oeste,108
2024-08-06,D,Centro,70
2024-06-16,C,Centro,455
2024-04-07,B,Oeste,206
2024-09-24,C,Este,368
2024-08-24,C,Sur,378
2024-11-04,A,Sur,110
2024-06-21,D,Norte,113
2024-07-08,A,Norte,374
2024-05-01,D,Norte,217
2024-02-15,D,Sur,252
2024-03-04,C,Este,178
2024-05-09,D,Sur,294
2024-11-05,C,Sur,155
2024-12-28,C,Sur,370
2024-07-11,D,Sur,171
2024-11-02,C,Este,367
2024-06-29,C,Norte,231
2024-10-18,C,Centro,152
2024-10-08,B,Norte,365
2024-01-29,C,Norte,351
2024-05-28,B,Centro,310
2024-09-23,B,Sur,162
2024-10-22,C,Este,455
2024-01-11,C,Este,486
2024-06-12,B,Norte,119
2024-04-22,B,Centro,209
2024-07-05,C,Oeste,289
2024-10-21,C,Sur,60
2024-08-19,D,Norte,187
2024-08-14,B,Este,216
2024-11-05,B,Centro,296
2024-04-07,D,Centro,403
2024-02-24,B,Norte,80
2024-04-20,A,Oeste,61
2024-05-31,B,Este,292
2024-09-02,D,Norte,157
2024-03-09,A,Oeste,385
2024-11-07,C,Centro,471
2024-10-15,D,Sur,372
2024-09-06,D,Este,243
2024-02-05,C,Este,357
2024-08-26,D,Oeste,182
2024-05-27,B,Norte,444
2024-08-14,C,Centro,330
2024-08-31,D,Oeste,340
2024-12-02,C,Sur,212
2024-12-30,C,Sur,327
2024-07-19,C,Sur,470
2024-06-02,A,Oeste,488
2024-03-13,D,Centro,252
2024-07-19,A,Este,145
2024-10-22,D,Norte,272
2024-01-17,B,Este,286
2024-05-08,B,Centro,166
2024-08-04,B,Este,241
2024-03-01,D,Oeste,325
2024-04-13,C,Sur,155
2024-02-11,C,Centro,53
2024-01-25,A,Centro,67
2024-02-08,A,Este,356
2024-10-17,B,Oeste,69
2024-05-10,A,Este,171
2024-08-16,D,Este,186
2024-04-17,D,Centro,129
2024-06-20,A,Este,203
2024-04-11,A,Sur,407
2024-12-19,A,Este,74
2024-01-12,A,Sur,218
2024-10-01,B,Centro,108
2024-04-10,B,Oeste,350
2024-02-13,A,Sur,90
2024-10-31,D,Oeste,87
2024-01-17,B,Oeste,166
2024-11-25,D,Sur,324
2024-02-26,C,Centro,319
2024-11-06,D,Norte,176
2024-10-29,A,Oeste,454
2024-01-12,C,Oeste,448
2024-11-13,B,Centro,52
2024-03-20,B,Centro,342
2024-08-03,C,Este,422
2024-12-04,D,Centro,479
2024-09-20,B,Oeste,65
2024-05-28,A,Sur,447
2024-03-21,C,Norte,314
2024-08-02,A,Este,288
2024-07-16,C,Sur,312
2024-07-18,B,Norte,447
2024-01-25,D,Norte,183
2024-03-29,C,Norte,262
2024-09-24,C,Sur,64
2024-05-22,A,Este,485
2024-02-28,B,Este,377
2024-12-30,A,Norte,467
2024-01-26,B,Sur,409
2024-02-16,A,Norte,178
2024-10-14,C,Centro,401
2024-09-22,A,Este,171
2024-01-16,D,Oeste,290
2024-07-17,B,Norte,164
2024-10-08,B,Centro,246
2024-03-26,C,Este,271
2024-09-06,B,Sur,263
2024-09-26,D,Este,453
2024-11-30,A,Sur,129
2024-04-26,C,Sur,312
2024-01-07,D,Norte,184
2024-05-16,B,Norte,355
2024-06-24,B,Este,291
2024-11-23,D,Centro,435
2024-11-10,A,Este,352
2024-08-02,A,Oeste,319
2024-03-22,C,Sur,336
2024-08-10,B,Sur,99
2024-04-12,D,Norte,238
2024-09-29,A,Centro,346
2024-01-14,C,Norte,63
2024-06-07,B,Oeste,438
2024-05-31,B,Este,281
2024-04-17,C,Este,310
2024-07-06,C,Centro,241
2024-10-27,A,Norte,462
2024-04-07,D,Norte,252
2024-05-10,B,Oeste,310
2024-10-19,D,Este,162
2024-06-19,B,Norte,423
2024-07-01,B,Centro,401
2024-12-29,D,Este,85
2024-02-08,C,Oeste,128
2024-01-15,A,Centro,324
2024-01-04,B,Sur,497
2024-12-14,C,Oeste,327
2024-07-28,B,Centro,211
2024-06-09,A,Norte,361
2024-01-16,B,Sur,66
2024-04-17,A,Oeste,253
2024-11-06,A,Norte,489
2024-08-14,B,Sur,66
2024-06-18,B,Este,251
2024-02-03,A,Norte,259
2024-09-07,C,Centro,451
2024-09-03,D,Oeste,478
2024-09-25,A,Sur,127
2024-05-20,B,Norte,105
2024-09-30,B,Este,129
2024-04-05,C,Oeste,355
2024-08-14,D,Oeste,107
2024-02-08,A,Norte,67
2024-10-28,A,Este,257
2024-01-29,D,Sur,184
2024-11-13,A,Norte,381
2024-09-01,D,Sur,59
2024-08-23,B,Oeste,118
2024-07-03,D,Sur,390
2024-09-28,A,Este,436
2024-08-23,D,Centro,132
2024-08-26,C,Este,158
2024-09-22,B,Sur,93
2024-12-24,B,Norte,447
2024-12-05,D,Oeste,181
2024-03-05,A,Centro,67
2024-06-25,C,Norte,142
2024-01-03,B,Norte,485
2024-05-21,B,Este,343
2024-06-06,A,Sur,197
2024-11-19,A,Este,221
2024-05-25,C,Sur,100
2024-10-19,D,Este,68
2024-06-01,A,Norte,169
2024-07-11,D,Oeste,373
2024-03-13,C,Sur,274
2024-10-31,D,Centro,115
2024-12-09,B,Centro,190
2024-05-19,D,Norte,495
2024-07-05,C,Este,238
2024-10-19,C,Este,207
2024-03-01,C,Norte,147
2024-07-16,D,Centro,207
2024-10-21,B,Centro,484
2024-11-14,A,Este,295
2024-10-28,B,Sur,393
2024-12-09,D,Oeste,481
2024-01-11,D,Sur,285
2024-03-02,A,Centro,82
2024-11-28,D,Sur,410
2024-08-13,C,Oeste,290
2024-06-01,C,Sur,379
2024-07-17,C,Sur,387
2024-02-21,C,Sur,324
2024-09-16,C,Sur,120
2024-02-28,D,Norte,362
2024-03-12,A,Centro,452
2024-05-27,A,Oeste,265
2024-12-14,C,Centro,128
2024-03-03,D,Norte,218
2024-11-05,B,Norte,347
2024-08-30,B,Norte,229
2024-12-31,D,Norte,165
2024-11-25,C,Sur,309
2024-04-16,A,Centro,309
2024-08-13,D,Este,54
2024-11-08,B,Oeste,346
2024-08-05,B,Norte,157
2024-08-28,B,Centro,392
2024-09-15,C,Norte,409
2024-09-18,B,Norte,166
2024-01-05,D,Norte,406
2024-09-17,D,Norte,494
2024-02-23,B,Norte,380
2024-02-16,D,Oeste,488
2024-08-02,B,Centro,380
2024-06-25,B,Norte,62
2024-01-09,A,Norte,191
2024-04-08,C,Norte,237
2024-01-20,C,Norte,330
2024-08-28,A,Sur,164
2024-03-01,A,Sur,477
2024-06-26,C,Este,285
2024-12-03,B,Norte,387
2024-03-02,B,Este,59
2024-05-24,C,Oeste,248
2024-08-03,B,Este,301
2024-01-03,A,Centro,99
2024-06-08,B,Sur,477
2024-08-14,B,Sur,191
2024-09-25,D,Norte,320
2024-04-29,D,Norte,65
2024-03-29,D,Oeste,51
2024-11-24,B,Oeste,207
2024-03-08,C,Centro,79
2024-12-22,A,Norte,131
2024-04-07,B,Norte,80
2024-09-23,C,Oeste,285
2024-04-14,B,Oeste,382
2024-11-18,A,Oeste,197
2024-05-02,B,Sur,226
2024-01-29,A,Este,419
2024-05-16,B,Este,84
2024-07-13,A,Norte,72
2024-08-13,B,Sur,155
2024-11-27,A,Oeste,146
2024-06-18,D,Norte,279
2024-01-09,B,Sur,276
2024-02-09,B,Centro,420
2024-01-25,C,Sur,149
2024-09-17,C,Norte,494
2024-08-13,A,Este,104
2024-05-03,B,Oeste,244
2024-02-07,A,Centro,57
2024-11-23,D,Sur,473
2024-09-07,C,Norte,364
2024-06-24,A,Norte,177
2024-03-30,A,Oeste,81
2024-02-06,C,Norte,142
2024-11-11,B,Norte,56
2024-06-24,A,Oeste,307
2024-10-10,C,Centro,390
2024-03-21,B,Este,439
2024-04-23,D,Este,269
2024-02-09,C,Sur,289
2024-10-27,A,Centro,155
2024-08-11,D,Sur,85
2024-11-13,B,Este,465
2024-12-14,B,Oeste,94
2024-04-24,C,Norte,347
2024-07-04,C,Este,358
2024-11-18,C,Centro,415
2024-02-25,B,Este,58
2024-02-09,D,Centro,136
2024-12-19,B,Centro,419
2024-02-09,A,Centro,380
2024-12-12,B,Sur,226
2024-08-24,A,Oeste,179
2024-10-15,D,Este,244
2024-09-18,C,Oeste,60
2024-08-03,C,Norte,355
2024-05-26,B,Este,468
2024-12-01,C,Oeste,171
2024-06-16,D,Oeste,448
2024-04-01,C,Norte,284
2024-12-18,B,Centro,380
2024-02-28,D,Este,80
2024-02-28,A,Este,397
2024-10-30,B,Norte,495
2024-06-17,A,Centro,461
2024-09-25,D,Este,273
2024-12-28,B,Este,202
2024-02-14,B,Este,261
2024-12-10,D,Centro,141
2024-06-29,C,Norte,458
2024-06-18,B,Este,380
2024-12-21,B,Oeste,397
2024-07-09,A,Centro,178
2024-06-03,C,Sur,492
2024-07-06,A,Norte,246
2024-01-07,A,Oeste,91
2024-05-12,C,Este,415
2024-08-22,C,Sur,467
2024-02-14,D,Norte,277
2024-11-09,C,Centro,243
2024-09-05,B,Sur,67
2024-01-31,C,Sur,382
2024-01-23,D,Oeste,292
2024-06-08,D,Norte,438
2024-12-28,D,Oeste,325
2024-06-06,C,Oeste,499
2024-02-08,C,Este,176
2024-03-22,A,Centro,124
2024-12-21,A,Sur,111
2024-09-14,B,Norte,337
2024-07-24,A,Centro,235
2024-03-17,B,Centro,227
2024-01-12,D,Norte,215
2024-10-21,A,Centro,232
2024-08-11,C,Este,77
2024-01-13,A,Centro,379
2024-02-15,B,Este,296
2024-06-03,A,Sur,386
2024-04-22,D,Sur,71
2024-08-20,C,Oeste,476
2024-01-17,B,Este,469
2024-12-25,C,Sur,145
2024-08-10,C,Centro,171
2024-12-19,B,Norte,299
2024-07-06,C,Norte,428
2024-12-09,C,Este,357
2024-12-30,A,Oeste,469
2024-06-11,C,Centro,461
2024-11-21,C,Este,383
2024-03-14,C,Norte,491
2024-08-20,C,Este,469
2024-08-11,B,Centro,375
2024-11-14,D,Sur,186
2024-02-29,A,Centro,326
2024-11-30,C,Sur,369
2024-08-09,C,Sur,381
2024-02-06,B,Sur,110
2024-10-04,D,Este,299
2024-07-14,C,Norte,144
2024-12-17,B,Este,345
2024-08-29,A,Norte,233
2024-11-19,A,Centro,309
2024-08-06,C,Oeste,336
2024-07-10,C,Centro,204
2024-01-17,D,Este,235
2024-01-12,D,Este,458
2024-07-11,C,Norte,118
2024-01-22,B,Este,375
2024-04-29,D,Sur,310
2024-07-28,C,Este,164
2024-11-01,D,Norte,396
2024-09-26,C,Norte,57
2024-07-10,A,Sur,314
2024-06-23,C,Norte,320
2024-10-11,A,Oeste,298
2024-07-22,D,Centro,154
2024-06-12,C,Este,312
2024-09-07,D,Oeste,273
2024-08-14,A,Este,377
2024-01-07,C,Oeste,420
2024-01-29,D,Este,320
2024-02-02,A,Sur,214
2024-05-13,D,Norte,132
2024-03-19,B,Norte,344
2024-02-27,A,Sur,183
2024-01-26,A,Oeste,260
2024-08-13,A,Centro,362
2024-10-11,C,Oeste,141
2024-01-04,C,Norte,386
2024-04-08,C,Centro,452
2024-02-08,B,Este,176
2024-09-27,B,Centro,240
2024-10-11,A,Oeste,208
2024-06-05,B,Sur,380
2024-03-15,D,Este,384
2024-10-14,A,Oeste,59
2024-05-09,A,Este,156
2024-06-23,D,Centro,136
2024-03-24,A,Norte,116
2024-01-22,B,Oeste,111
2024-01-27,C,Sur,436
2024-07-13,D,Centro,195
2024-12-02,B,Oeste,202
2024-08-23,D,Sur,156
2024-04-01,D,Oeste,197
2024-01-21,A,Centro,235
2024-10-29,A,Oeste,398
2024-12-22,B,Este,391
2024-03-24,D,Centro,227
2024-09-18,A,Oeste,426
2024-05-26,A,Norte,384
2024-09-13,D,Oeste,315
2024-02-27,B,Este,198
2024-01-15,B,Sur,296
2024-06-10,D,Sur,303
2024-06-11,B,Sur,78
2024-11-15,A,Norte,401
2024-10-07,D,Este,315
2024-10-06,A,Centro,62
2024-01-12,C,Sur,96
2024-09-30,C,Este,200
2024-09-27,B,Oeste,99
2024-07-26,C,Norte,264
2024-01-27,A,Este,181
2024-03-12,C,Este,421
2024-02-29,A,Centro,162
2024-05-24,B,Este,301
2024-04-02,B,Centro,390
2024-11-04,A,Norte,102
2024-01-08,C,Norte,179
2024-03-19,B,Oeste,373
2024-01-27,D,Centro,242
2024-06-22,B,Centro,128
2024-02-19,C,Sur,106
2024-07-17,D,Sur,146
2024-12-14,C,Oeste,247
2024-06-29,A,Norte,184
2024-01-24,D,Sur,196
2024-11-11,C,Este,221
2024-02-15,D,Norte,112
2024-01-15,C,Este,114
2024-06-01,D,Centro,344
2024-08-09,C,Norte,260
2024-07-24,A,Oeste,158
2024-09-29,D,Centro,331
2024-08-23,D,Centro,221
2024-12-05,D,Este,61
2024-08-15,D,Centro,455
2024-01-09,A,Sur,382
2024-06-14,D,Norte,269
2024-11-14,B,Sur,447
2024-08-01,A,Este,391
2024-04-26,B,Este,335
2024-12-09,D,Norte,221
2024-03-12,C,Centro,285
2024-03-04,B,Oeste,215
2024-07-23,D,Este,236
2024-07-27,B,Norte,219
2024-03-12,D,Oeste,101
2024-10-03,D,Centro,368
2024-09-30,D,Este,238
2024-11-15,C,Norte,169
2024-12-03,B,Norte,154
2024-12-31,A,Norte,211
2024-04-04,A,Este,344
2024-06-14,A,Oeste,90
2024-02-01,A,Norte,426
2024-01-11,D,Centro,413
2024-10-27,B,Norte,214
2024-08-04,B,Oeste,370
2024-10-15,C,Este,423
2024-04-11,B,Norte,384
2024-09-23,B,Norte,209
2024-08-01,B,Centro,313
2024-06-27,C,Centro,402
2024-03-28,A,Norte,67
2024-02-10,B,Norte,222
2024-03-16,C,Centro,401
2024-02-15,C,Oeste,82
2024-06-08,D,Sur,310
2024-03-20,C,Sur,259
2024-11-05,A,Norte,432
2024-03-26,B,Centro,379
2024-04-01,C,Este,431
2024-05-27,A,Este,213
2024-06-09,C,Sur,456
2024-07-20,C,Oeste,473
2024-08-29,C,Sur,54
2024-12-18,C,Norte,83
2024-01-02,C,Oeste,329
2024-08-12,A,Este,194
2024-10-15,B,Centro,400
2024-08-20,B,Centro,120
2024-03-17,B,Norte,397
2024-04-25,B,Sur,279
2024-06-02,A,Norte,174
2024-04-12,D,Centro,327
2024-07-12,D,Este,320
2024-06-14,A,Centro,406
2024-12-24,A,Oeste,64
2024-03-30,C,Centro,291
2024-06-22,C,Centro,202
2024-05-01,C,Oeste,102
2024-05-22,B,Sur,198
2024-04-15,C,Centro,407
2024-10-31,D,Norte,499
2024-12-25,B,Centro,268
2024-11-12,C,Norte,162
2024-05-02,B,Oeste,337
2024-01-09,D,Centro,326
2024-09-18,C,Oeste,477
2024-03-13,D,Oeste,132
2024-12-24,D,Sur,499
2024-08-10,D,Centro,267
2024-02-10,C,Norte,275
2024-07-22,A,Norte,319
2024-09-20,C,Centro,64
2024-11-23,D,Sur,453
2024-06-26,C,Sur,339
2024-12-13,D,Sur,469
2024-11-13,A,Norte,388
2024-03-24,B,Oeste,314
2024-11-13,A,Sur,248
